Date,Station,Tave2M,Tmax2M,Tmin2M,Tave6M,Tmax6M,Tmin6M
06/24/88,RAWS,14.7,24.1,8.5,,,
06/25/88,RAWS,11.5,17.9,7.5,,,
06/26/88,RAWS,10.5,17.9,6.1,,,
06/27/88,RAWS,12.3,18.3,5.7,,,
06/28/88,RAWS,11.3,15.7,7.6,,,
06/29/88,RAWS,10.4,14.3,8.3,,,
06/30/88,RAWS,12.2,16.8,9.2,,,
07/01/88,RAWS,12.6,19.6,5.3,,,
07/02/88,RAWS,14.8,19.7,9.7,,,
07/03/88,RAWS,13.7,21.8,7.6,,,
07/04/88,RAWS,13.9,18.3,8.6,,,
07/05/88,RAWS,14.1,21.8,10.0,,,
07/06/88,RAWS,19.1,20.4,17.7,,,
07/07/88,RAWS,11.5,19.4,7.6,,,
07/08/88,RAWS,12.0,20.4,6.6,,,
07/09/88,RAWS,11.9,18.6,5.9,,,
07/10/88,RAWS,11.2,18.6,4.2,,,
07/11/88,RAWS,10.5,17.4,4.6,,,
07/12/88,RAWS,13.5,18.8,8.5,,,
07/13/88,RAWS,17.2,24.4,13.0,,,
07/14/88,RAWS,16.9,22.5,9.9,,,
07/15/88,RAWS,16.2,22.8,12.2,,,
07/16/88,RAWS,13.3,22.6,7.8,,,
07/17/88,RAWS,13.1,21.2,6.8,,,
07/18/88,RAWS,15.7,21.6,9.8,,,
07/19/88,RAWS,7.0,14.3,3.4,,,
07/20/88,RAWS,7.4,16.5,-0.9,,,
07/21/88,RAWS,13.5,23.3,5.0,,,
07/22/88,RAWS,16.8,24.2,8.9,,,
07/23/88,RAWS,16.4,21.1,11.6,,,
07/24/88,RAWS,13.9,20.4,6.7,,,
07/25/88,RAWS,15.4,22.6,9.3,,,
07/26/88,RAWS,13.9,19.9,10.1,,,
07/27/88,RAWS,13.3,20.2,7.5,,,
07/28/88,RAWS,12.9,19.7,9.7,,,
07/29/88,RAWS,12.1,17.1,7.8,,,
07/30/88,RAWS,12.2,20.6,6.1,,,
07/31/88,RAWS,12.0,17.7,8.4,,,
08/01/88,RAWS,13.1,19.6,8.5,,,
08/02/88,RAWS,15.0,21.0,10.1,,,
08/03/88,RAWS,13.2,18.2,10.0,,,
08/04/88,RAWS,11.3,17.9,7.6,,,
08/05/88,RAWS,11.9,22.1,4.7,,,
08/06/88,RAWS,13.8,17.9,9.8,,,
08/07/88,RAWS,12.2,15.5,8.7,,,
08/08/88,RAWS,10.8,17.6,5.2,,,
08/09/88,RAWS,10.6,20.5,5.7,,,
08/10/88,RAWS,,,,,,
08/11/88,RAWS,,,,,,
08/12/88,RAWS,,,,,,
08/13/88,RAWS,,,,,,
08/14/88,RAWS,,,,,,
08/15/88,RAWS,18.3,18.3,18.3,,,
08/16/88,RAWS,12.2,15.8,9.7,,,
08/17/88,RAWS,9.5,12.4,7.1,,,
08/18/88,RAWS,11.2,20.2,4.2,,,
08/19/88,RAWS,13.1,21.1,7.7,,,
08/20/88,RAWS,13.6,22.9,7.6,,,
08/21/88,RAWS,12.2,16.6,8.6,,,
08/22/88,RAWS,12.5,20.6,8.5,,,
08/23/88,RAWS,14.1,23.5,6.8,,,
08/24/88,RAWS,13.6,24.0,6.1,,,
08/25/88,RAWS,13.1,20.8,7.5,,,
08/26/88,RAWS,12.1,20.0,6.8,,,
08/27/88,RAWS,8.7,12.7,4.6,,,
08/28/88,RAWS,8.4,16.8,2.5,,,
08/29/88,RAWS,8.6,16.9,3.6,,,
08/30/88,RAWS,11.6,17.4,5.1,,,
08/31/88,RAWS,13.8,20.6,10.7,,,
09/01/88,RAWS,11.4,11.4,11.4,,,
09/02/88,RAWS,9.5,17.2,2.9,,,
09/03/88,RAWS,9.3,17.9,1.5,,,
09/04/88,RAWS,7.9,16.7,-0.1,,,
09/05/88,RAWS,9.4,21.1,1.6,,,
09/06/88,RAWS,12.2,19.2,6.7,,,
09/07/88,RAWS,13.8,20.0,10.6,,,
09/08/88,RAWS,13.7,21.8,9.4,,,
09/09/88,RAWS,13.8,22.6,6.6,,,
09/10/88,RAWS,11.6,14.7,6.8,,,
09/11/88,RAWS,6.3,11.2,2.8,,,
09/12/88,RAWS,0.2,3.2,-2.3,,,
09/13/88,RAWS,0.6,6.1,-1.5,,,
09/14/88,RAWS,0.7,2.2,-0.4,,,
09/15/88,RAWS,1.4,4.6,-0.4,,,
09/16/88,RAWS,6.6,14.3,3.7,,,
09/17/88,RAWS,10.0,16.5,6.9,,,
09/18/88,RAWS,8.7,11.6,1.7,,,
09/19/88,RAWS,0.4,11.4,-5.8,,,
09/20/88,RAWS,9.9,18.4,6.6,,,
09/21/88,RAWS,9.4,15.5,5.0,,,
09/22/88,RAWS,4.9,9.2,0.4,,,
09/23/88,RAWS,5.2,13.2,1.7,,,
09/24/88,RAWS,6.7,12.1,3.5,,,
09/25/88,RAWS,8.4,13.4,5.9,,,
09/26/88,RAWS,9.3,15.9,6.6,,,
09/27/88,RAWS,6.6,11.9,2.9,,,
09/28/88,RAWS,-0.8,4.3,-3.1,,,
09/29/88,RAWS,0.4,10.5,-3.5,,,
09/30/88,RAWS,7.1,7.1,7.1,,,
10/01/88,RAWS,5.7,10.0,3.7,,,
10/02/88,RAWS,5.9,13.6,0.2,,,
10/03/88,RAWS,4.5,9.6,1.6,,,
10/04/88,RAWS,4.2,11.2,-0.1,,,
10/05/88,RAWS,4.2,8.6,2.5,,,
10/06/88,RAWS,2.7,9.2,0.7,,,
10/07/88,RAWS,2.2,11.6,-3.0,,,
10/08/88,RAWS,5.0,12.1,2.2,,,
10/09/88,RAWS,0.8,4.9,-1.1,,,
10/10/88,RAWS,2.3,12.5,-3.5,,,
10/11/88,RAWS,4.3,13.2,-0.6,,,
10/12/88,RAWS,6.1,13.8,1.0,,,
10/13/88,RAWS,3.9,6.8,1.4,,,
10/14/88,RAWS,5.7,9.4,3.7,,,
10/15/88,RAWS,5.0,9.8,2.1,,,
10/16/88,RAWS,5.2,8.9,2.8,,,
10/17/88,RAWS,6.1,9.3,3.9,,,
10/18/88,RAWS,5.3,7.8,3.5,,,
10/19/88,RAWS,4.3,6.0,0.4,,,
10/20/88,RAWS,3.7,9.7,0.3,,,
10/21/88,RAWS,6.3,12.1,3.7,,,
10/22/88,RAWS,7.7,7.7,7.7,,,
10/23/88,RAWS,,,,,,
10/24/88,RAWS,,,,,,
10/25/88,RAWS,,,,,,
10/26/88,RAWS,,,,,,
10/27/88,RAWS,,,,,,
10/28/88,RAWS,,,,,,
10/29/88,RAWS,,,,,,
10/30/88,RAWS,,,,,,
10/31/88,RAWS,7.0,9.7,5.3,,,
11/01/88,RAWS,4.7,8.2,2.7,,,
11/02/88,RAWS,2.3,4.3,0.5,,,
11/03/88,RAWS,0.1,1.3,-1.7,,,
11/04/88,RAWS,-3.9,-1.5,-5.4,,,
11/05/88,RAWS,-5.6,-1.1,-8.1,,,
11/06/88,RAWS,0.8,5.3,-3.9,,,
11/07/88,RAWS,-1.1,2.8,-5.2,,,
11/08/88,RAWS,0.8,1.9,-3.7,,,
11/09/88,RAWS,-4.6,-3.4,-6.7,,,
11/10/88,RAWS,,,,,,
11/11/88,RAWS,,,,,,
11/12/88,RAWS,,,,,,
11/13/88,RAWS,,,,,,
11/14/88,RAWS,,,,,,
11/15/88,RAWS,,,,,,
11/16/88,RAWS,,,,,,
11/17/88,RAWS,,,,,,
11/18/88,RAWS,,,,,,
11/19/88,RAWS,,,,,,
11/20/88,RAWS,,,,,,
11/21/88,RAWS,,,,,,
11/22/88,RAWS,,,,,,
11/23/88,RAWS,,,,,,
11/24/88,RAWS,,,,,,
11/25/88,RAWS,,,,,,
11/26/88,RAWS,,,,,,
11/27/88,RAWS,,,,,,
11/28/88,RAWS,,,,,,
11/29/88,RAWS,-12.9,-8.5,-14.7,,,
11/30/88,RAWS,-11.1,-4.3,-14.0,,,
12/01/88,RAWS,-2.0,5.9,-5.4,,,
12/02/88,RAWS,1.4,7.9,-3.2,,,
12/03/88,RAWS,-3.4,6.1,-7.7,,,
12/04/88,RAWS,-1.4,8.5,-10.2,,,
12/05/88,RAWS,0.7,6.0,-4.3,,,
12/06/88,RAWS,-3.0,1.6,-6.5,,,
12/07/88,RAWS,-9.3,-6.1,-14.8,,,
12/08/88,RAWS,-13.8,-3.9,-19.8,,,
12/09/88,RAWS,-7.3,-2.9,-11.2,,,
12/10/88,RAWS,-5.7,1.9,-7.8,,,
12/11/88,RAWS,-8.0,-5.3,-10.4,,,
12/12/88,RAWS,-6.2,-2.4,-10.8,,,
12/13/88,RAWS,-1.5,-0.2,-3.3,,,
12/14/88,RAWS,-6.5,-1.5,-13.0,,,
12/15/88,RAWS,-14.2,-5.8,-19.7,,,
12/16/88,RAWS,-6.1,0.6,-8.1,,,
12/17/88,RAWS,-3.8,5.1,-8.7,,,
12/18/88,RAWS,-0.3,3.5,-1.5,,,
12/19/88,RAWS,-3.0,1.3,-8.4,,,
12/20/88,RAWS,-10.3,-9.0,-11.5,,,
12/21/88,RAWS,-6.8,-4.0,-10.2,,,
12/22/88,RAWS,-12.5,-5.3,-15.5,,,
12/23/88,RAWS,-12.3,-9.9,-14.5,,,
12/24/88,RAWS,-15.5,-12.0,-17.9,,,
12/25/88,RAWS,,,,,,
12/26/88,RAWS,,,,,,
12/27/88,RAWS,,,,,,
12/28/88,RAWS,,,,,,
12/29/88,RAWS,,,,,,
12/30/88,RAWS,-5.1,-5.1,-5.1,,,
12/31/88,RAWS,-5.9,-5.9,-5.9,,,
01/01/89,RAWS,-8.5,-6.1,-9.5,,,
01/02/89,RAWS,-8.8,-5.5,-10.8,,,
01/03/89,RAWS,-5.4,0.7,-9.2,,,
01/04/89,RAWS,0.4,5.4,-2.2,,,
01/05/89,RAWS,-4.5,-0.7,-6.2,,,
01/06/89,RAWS,-6.7,-4.9,-12.4,,,
01/07/89,RAWS,-18.9,-13.0,-21.6,,,
01/08/89,RAWS,-20.7,-19.4,-21.2,,,
01/09/89,RAWS,-16.0,-13.1,-19.2,,,
01/10/89,RAWS,,,,,,
01/11/89,RAWS,,,,,,
01/12/89,RAWS,-16.2,-12.8,-20.1,,,
01/13/89,RAWS,-8.9,1.0,-16.7,,,
01/14/89,RAWS,-10.2,-5.9,-12.5,,,
01/15/89,RAWS,-15.4,-12.8,-17.6,,,
01/16/89,RAWS,-11.6,-7.7,-14.8,,,
01/17/89,RAWS,-6.8,-1.9,-9.1,,,
01/18/89,RAWS,-4.5,0.8,-7.0,,,
01/19/89,RAWS,-4.4,0.9,-6.5,,,
01/20/89,RAWS,-4.0,1.5,-8.5,,,
01/21/89,RAWS,-3.8,0.5,-5.8,,,
01/22/89,RAWS,-3.1,0.6,-4.4,,,
01/23/89,RAWS,-2.7,0.3,-4.0,,,
01/24/89,RAWS,-5.2,-1.1,-8.1,,,
01/25/89,RAWS,-9.6,-5.2,-13.1,,,
01/26/89,RAWS,-9.8,2.7,-15.5,,,
01/27/89,RAWS,-2.2,7.2,-9.9,,,
01/28/89,RAWS,,,,,,
01/29/89,RAWS,,,,,,
01/30/89,RAWS,6.1,10.3,3.4,,,
01/31/89,RAWS,1.5,3.0,-0.2,,,
02/01/89,RAWS,-2.5,-1.0,-4.3,,,
02/02/89,RAWS,-3.5,-3.1,-4.3,,,
02/03/89,RAWS,,,,,,
02/04/89,RAWS,,,,,,
02/05/89,RAWS,,,,,,
02/06/89,RAWS,,,,,,
02/07/89,RAWS,-13.7,-10.6,-15.4,,,
02/08/89,RAWS,-14.2,-7.1,-17.1,,,
02/09/89,RAWS,-7.9,-3.4,-11.8,,,
02/10/89,RAWS,-3.6,-0.7,-4.7,,,
02/11/89,RAWS,-5.1,-3.3,-7.3,,,
02/12/89,RAWS,-9.1,-6.1,-13.1,,,
02/13/89,RAWS,-12.6,-10.8,-14.9,,,
02/14/89,RAWS,-13.1,-11.2,-14.8,,,
02/15/89,RAWS,-12.3,-8.2,-14.1,,,
02/16/89,RAWS,-7.0,1.2,-10.6,,,
02/17/89,RAWS,-3.5,3.2,-6.6,,,
02/18/89,RAWS,-4.0,-0.7,-5.8,,,
02/19/89,RAWS,-3.7,-2.2,-4.8,,,
02/20/89,RAWS,-5.9,-1.3,-7.9,,,
02/21/89,RAWS,-10.5,-7.6,-12.6,,,
02/22/89,RAWS,-8.4,-0.1,-11.7,,,
02/23/89,RAWS,-3.0,-0.4,-5.9,,,
02/24/89,RAWS,-0.7,6.0,-2.9,,,
02/25/89,RAWS,,,,,,
02/26/89,RAWS,,,,,,
02/27/89,RAWS,,,,,,
02/28/89,RAWS,,,,,,
03/01/89,RAWS,,,,,,
03/02/89,RAWS,-3.3,-3.3,-3.3,,,
03/03/89,RAWS,-4.8,-0.1,-15.4,,,
03/04/89,RAWS,-14.6,-5.1,-19.4,,,
03/05/89,RAWS,-10.2,1.4,-18.0,,,
03/06/89,RAWS,-4.0,0.7,-7.9,,,
03/07/89,RAWS,-0.6,4.6,-2.6,,,
03/08/89,RAWS,2.9,6.8,0.4,,,
03/09/89,RAWS,5.9,12.2,4.1,,,
03/10/89,RAWS,7.2,11.9,5.3,,,
03/11/89,RAWS,6.8,11.4,4.5,,,
03/12/89,RAWS,3.9,7.5,1.9,,,
03/13/89,RAWS,2.7,7.1,1.4,,,
03/14/89,RAWS,-9.4,-6.8,-11.3,,,
03/15/89,RAWS,-11.3,-5.6,-14.3,,,
03/16/89,RAWS,-1.4,6.1,-5.8,,,
03/17/89,RAWS,-2.4,2.1,-7.8,,,
03/18/89,RAWS,-3.2,3.8,-7.2,,,
03/19/89,RAWS,-0.9,1.2,-2.0,,,
03/20/89,RAWS,-5.3,4.0,-12.6,,,
03/21/89,RAWS,-6.5,-0.1,-11.5,,,
03/22/89,RAWS,-2.5,-0.8,-3.6,,,
03/23/89,RAWS,-0.6,1.6,-1.6,,,
03/24/89,RAWS,1.6,9.8,-1.1,,,
03/25/89,RAWS,3.1,11.7,-0.9,,,
03/26/89,RAWS,3.8,12.2,-0.4,,,
03/27/89,RAWS,2.7,4.0,0.6,,,
03/28/89,RAWS,-0.8,5.7,-4.6,,,
03/29/89,RAWS,-0.8,2.5,-4.8,,,
03/30/89,RAWS,,,,,,
03/31/89,RAWS,1.4,2.2,0.6,,,
04/01/89,RAWS,-2.4,1.0,-5.6,,,
04/02/89,RAWS,-3.8,-1.8,-5.0,,,
04/03/89,RAWS,-6.5,-2.9,-9.2,,,
04/04/89,RAWS,-9.5,-5.9,-12.3,,,
04/05/89,RAWS,-6.0,0.5,-8.7,,,
04/06/89,RAWS,2.0,7.7,-1.1,,,
04/07/89,RAWS,4.4,11.6,0.8,,,
04/08/89,RAWS,2.4,6.2,-0.6,,,
04/09/89,RAWS,-7.5,0.8,-12.5,,,
04/10/89,RAWS,-11.5,2.8,-23.5,,,
04/11/89,RAWS,-2.2,6.7,-8.6,,,
04/12/89,RAWS,-4.5,7.5,-13.9,,,
04/13/89,RAWS,-2.1,11.6,-11.2,,,
04/14/89,RAWS,3.5,11.2,-2.5,,,
04/15/89,RAWS,4.7,11.8,-1.0,,,
04/16/89,RAWS,3.0,7.6,0.2,,,
04/17/89,RAWS,4.4,9.5,-0.8,,,
04/18/89,RAWS,4.8,11.0,1.4,,,
04/19/89,RAWS,7.1,15.4,2.0,,,
04/20/89,RAWS,9.2,18.5,4.3,,,
04/21/89,RAWS,8.4,16.2,1.5,,,
04/22/89,RAWS,9.6,14.7,7.8,,,
04/23/89,RAWS,9.9,18.6,5.9,,,
04/24/89,RAWS,8.8,16.8,4.5,,,
04/25/89,RAWS,3.6,14.7,-2.3,,,
04/26/89,RAWS,4.8,13.2,-1.4,,,
04/27/89,RAWS,-2.2,4.2,-5.3,,,
04/28/89,RAWS,-3.7,4.0,-6.5,,,
04/29/89,RAWS,-4.3,1.3,-6.9,,,
04/30/89,RAWS,-4.8,2.5,-9.0,,,
05/01/89,RAWS,-1.6,7.3,-6.3,,,
05/02/89,RAWS,3.0,6.1,0.0,,,
05/03/89,RAWS,-0.6,4.3,-2.0,,,
05/04/89,RAWS,-0.8,3.3,-2.9,,,
05/05/89,RAWS,-0.7,1.0,-2.5,,,
05/06/89,RAWS,,,,,,
05/07/89,RAWS,,,,,,
05/08/89,RAWS,11.3,13.2,8.6,,,
05/09/89,RAWS,6.6,6.6,6.6,,,
05/10/89,RAWS,11.5,15.9,6.0,,,
05/11/89,RAWS,5.3,16.2,-1.2,,,
05/12/89,RAWS,3.6,7.5,-1.4,,,
05/13/89,RAWS,0.0,5.9,-4.7,,,
05/14/89,RAWS,-0.7,2.8,-2.4,,,
05/15/89,RAWS,1.5,12.2,-7.2,,,
05/16/89,RAWS,2.6,12.1,-3.6,,,
05/17/89,RAWS,6.8,13.8,0.4,,,
05/18/89,RAWS,5.8,14.9,-1.6,,,
05/19/89,RAWS,7.3,10.7,3.8,,,
05/20/89,RAWS,7.2,15.0,1.0,,,
05/21/89,RAWS,8.7,13.6,3.4,,,
05/22/89,RAWS,9.5,18.6,0.7,,,
05/23/89,RAWS,11.8,16.8,6.0,,,
05/24/89,RAWS,8.9,12.5,4.7,,,
05/25/89,RAWS,2.0,7.3,-2.3,,,
05/26/89,RAWS,0.6,9.0,-5.6,,,
05/27/89,RAWS,8.1,15.9,-2.0,,,
05/28/89,RAWS,12.5,18.4,7.7,,,
05/29/89,RAWS,13.0,20.8,8.6,,,
05/30/89,RAWS,6.6,12.5,2.4,,,
05/31/89,RAWS,4.0,12.2,-0.6,,,
06/01/89,RAWS,4.7,10.2,-1.1,,,
06/02/89,RAWS,6.1,13.4,-0.4,,,
06/03/89,RAWS,3.4,8.2,1.4,,,
06/04/89,RAWS,0.9,3.2,-0.1,,,
06/05/89,RAWS,6.0,13.9,0.7,,,
06/06/89,RAWS,6.0,14.2,1.1,,,
06/07/89,RAWS,6.8,13.6,2.8,,,
06/08/89,RAWS,5.6,15.3,0.6,,,
06/09/89,RAWS,4.8,10.0,1.2,,,
06/10/89,RAWS,7.2,14.7,1.3,,,
06/11/89,RAWS,8.4,14.4,5.7,,,
06/12/89,RAWS,7.3,12.5,3.7,,,
06/13/89,RAWS,5.0,12.9,0.4,,,
06/14/89,RAWS,6.1,12.7,-0.1,,,
06/15/89,RAWS,10.2,18.6,2.6,,,
06/16/89,RAWS,13.9,19.2,8.7,,,
06/17/89,RAWS,10.2,16.6,1.6,,,
06/18/89,RAWS,14.0,20.9,9.3,,,
06/19/89,RAWS,16.7,23.5,8.5,,,
06/20/89,RAWS,15.5,18.9,12.5,,,
06/21/89,RAWS,5.7,15.8,-0.4,,,
06/22/89,RAWS,2.6,8.9,-2.8,,,
06/23/89,RAWS,2.0,4.8,-0.1,,,
06/24/89,RAWS,7.1,14.7,2.1,,,
06/25/89,RAWS,9.6,17.8,3.8,,,
06/26/89,RAWS,10.0,15.3,2.5,,,
06/27/89,RAWS,10.1,18.2,4.3,,,
06/28/89,RAWS,15.0,19.0,10.9,,,
06/29/89,RAWS,12.9,19.4,5.7,,,
06/30/89,RAWS,13.9,20.5,6.4,,,
07/01/89,RAWS,15.6,22.2,7.6,,,
07/02/89,RAWS,18.1,24.4,12.5,,,
07/03/89,RAWS,16.9,24.1,8.8,,,
07/04/89,RAWS,17.4,27.1,8.6,,,
07/05/89,RAWS,19.6,26.6,12.2,,,
07/06/89,RAWS,21.8,27.0,16.1,,,
07/07/89,RAWS,18.8,26.9,10.7,,,
07/08/89,RAWS,19.5,26.6,14.8,,,
07/09/89,RAWS,19.3,25.3,12.5,,,
07/10/89,RAWS,15.7,21.6,8.2,,,
07/11/89,RAWS,13.1,18.9,8.7,,,
07/12/89,RAWS,10.6,17.3,8.1,,,
07/13/89,RAWS,12.4,19.2,5.0,,,
07/14/89,RAWS,13.9,19.7,8.5,,,
07/15/89,RAWS,14.0,20.2,6.1,,,
07/16/89,RAWS,14.9,22.4,6.4,,,
07/17/89,RAWS,15.9,20.4,11.6,,,
07/18/89,RAWS,14.5,19.9,6.3,,,
07/19/89,RAWS,13.8,20.9,4.7,,,
07/20/89,RAWS,14.2,21.9,5.5,,,
07/21/89,RAWS,14.6,22.8,7.7,,,
07/22/89,RAWS,13.2,20.8,8.1,,,
07/23/89,RAWS,11.1,18.2,5.7,,,
07/24/89,RAWS,11.1,16.3,6.4,,,
07/25/89,RAWS,11.0,17.5,5.4,,,
07/26/89,RAWS,11.4,19.0,4.5,,,
07/27/89,RAWS,11.4,20.0,6.0,,,
07/28/89,RAWS,11.7,17.2,9.3,,,
07/29/89,RAWS,,,,,,
07/30/89,RAWS,,,,,,
07/31/89,RAWS,14.8,16.7,13.2,,,
08/01/89,RAWS,14.1,19.3,10.7,,,
08/02/89,RAWS,10.7,14.1,8.7,,,
08/03/89,RAWS,13.1,18.6,9.6,,,
08/04/89,RAWS,12.5,17.1,6.9,,,
08/05/89,RAWS,12.7,19.0,9.3,,,
08/06/89,RAWS,8.6,13.1,5.2,,,
08/07/89,RAWS,8.4,16.7,3.2,,,
08/08/89,RAWS,10.4,18.8,3.9,,,
08/09/89,RAWS,10.6,18.1,5.3,,,
08/10/89,RAWS,10.5,21.7,8.2,,,
08/11/89,RAWS,13.6,16.4,11.3,,,
08/12/89,RAWS,9.7,12.8,7.9,,,
08/13/89,RAWS,11.1,14.6,7.1,,,
08/14/89,RAWS,9.8,20.4,4.3,,,
08/15/89,RAWS,10.5,17.7,5.7,,,
08/16/89,RAWS,11.0,17.2,6.4,,,
08/17/89,RAWS,11.3,20.4,5.1,,,
08/18/89,RAWS,10.8,14.7,7.3,,,
08/19/89,RAWS,9.4,15.5,4.7,,,
08/20/89,RAWS,8.6,15.0,5.4,,,
08/21/89,RAWS,9.4,14.9,6.0,,,
08/22/89,RAWS,10.8,17.0,8.1,,,
08/23/89,RAWS,10.7,17.7,5.0,,,
08/24/89,RAWS,12.6,20.6,7.6,,,
08/25/89,RAWS,12.6,17.9,7.9,,,
08/26/89,RAWS,11.4,19.7,3.8,,,
08/27/89,RAWS,11.7,17.8,5.1,,,
08/28/89,RAWS,13.3,20.5,9.1,,,
08/29/89,RAWS,9.6,15.7,5.3,,,
08/30/89,RAWS,,,,,,
08/31/89,RAWS,16.5,18.2,15.3,,,
09/01/89,RAWS,11.9,21.4,3.4,,,
09/02/89,RAWS,12.5,19.4,6.8,,,
09/03/89,RAWS,14.4,18.4,11.5,,,
09/04/89,RAWS,12.2,20.7,3.5,,,
09/05/89,RAWS,12.2,17.4,8.3,,,
09/06/89,RAWS,12.1,15.7,11.0,,,
09/07/89,RAWS,13.2,19.0,7.3,,,
09/08/89,RAWS,7.2,13.6,2.3,,,
09/09/89,RAWS,3.2,8.2,-0.8,,,
09/10/89,RAWS,4.5,11.8,0.9,,,
09/11/89,RAWS,0.4,4.0,-2.8,,,
09/12/89,RAWS,-1.1,-0.3,-2.3,,,
09/13/89,RAWS,0.5,7.1,-2.4,,,
09/14/89,RAWS,4.4,15.5,-0.6,,,
09/15/89,RAWS,9.1,17.2,4.7,,,
09/16/89,RAWS,10.5,18.6,6.4,,,
09/17/89,RAWS,11.9,18.4,4.9,,,
09/18/89,RAWS,11.4,17.8,7.2,,,
09/19/89,RAWS,8.3,17.9,1.8,,,
09/20/89,RAWS,6.6,10.5,3.1,,,
09/21/89,RAWS,2.8,6.0,0.5,,,
09/22/89,RAWS,2.6,11.3,-3.2,,,
09/23/89,RAWS,6.8,13.7,-0.4,,,
09/24/89,RAWS,10.0,17.2,6.5,,,
09/25/89,RAWS,6.2,16.3,-0.3,,,
09/26/89,RAWS,10.8,18.8,2.8,,,
09/27/89,RAWS,11.1,18.8,7.3,,,
09/28/89,RAWS,8.0,16.0,4.3,,,
09/29/89,RAWS,8.1,19.0,2.8,,,
09/30/89,RAWS,11.2,17.7,5.3,,,
10/01/89,RAWS,7.6,12.5,1.2,,,
10/02/89,RAWS,3.9,12.5,-1.8,,,
10/03/89,RAWS,5.1,14.1,-1.4,,,
10/04/89,RAWS,3.8,7.3,-0.1,,,
10/05/89,RAWS,2.4,9.0,-0.8,,,
10/06/89,RAWS,1.7,10.0,-4.0,,,
10/07/89,RAWS,2.7,10.3,-1.4,,,
10/08/89,RAWS,4.6,11.9,1.5,,,
10/09/89,RAWS,6.5,12.9,2.8,,,
10/10/89,RAWS,7.4,13.4,4.7,,,
10/11/89,RAWS,8.4,12.2,5.9,,,
10/12/89,RAWS,9.4,14.7,6.8,,,
10/13/89,RAWS,9.9,15.7,6.0,,,
10/14/89,RAWS,10.0,13.4,7.5,,,
10/15/89,RAWS,3.6,9.6,-3.0,,,
10/16/89,RAWS,-4.8,1.2,-7.8,,,
10/17/89,RAWS,-4.1,2.0,-7.3,,,
10/18/89,RAWS,-7.5,5.4,-14.4,,,
10/19/89,RAWS,-3.2,10.8,-12.0,,,
10/20/89,RAWS,3.9,8.9,1.8,,,
10/21/89,RAWS,3.4,5.4,1.2,,,
10/22/89,RAWS,2.9,5.8,1.0,,,
10/23/89,RAWS,2.6,7.7,0.3,,,
10/24/89,RAWS,5.2,10.4,3.0,,,
10/25/89,RAWS,5.3,14.1,0.7,,,
10/26/89,RAWS,-0.5,5.8,-5.7,,,
10/27/89,RAWS,-2.1,6.8,-5.1,,,
10/28/89,RAWS,-2.8,0.1,-7.5,,,
10/29/89,RAWS,-9.6,-3.7,-11.9,,,
10/30/89,RAWS,-9.1,-5.4,-11.4,,,
10/31/89,RAWS,-5.8,-3.4,-7.3,,,
11/01/89,RAWS,-11.0,-4.5,-15.8,,,
11/02/89,RAWS,-6.8,1.1,-10.6,,,
11/03/89,RAWS,-4.6,-1.3,-5.8,,,
11/04/89,RAWS,-2.3,0.3,-3.8,,,
11/05/89,RAWS,-2.8,1.7,-5.6,,,
11/06/89,RAWS,-3.3,0.0,-5.3,,,
11/07/89,RAWS,-5.0,-3.5,-6.6,,,
11/08/89,RAWS,-6.4,-2.4,-9.0,,,
11/09/89,RAWS,-3.7,-1.3,-5.1,,,
11/10/89,RAWS,0.5,4.4,-1.1,,,
11/11/89,RAWS,3.9,9.3,2.1,,,
11/12/89,RAWS,5.1,8.2,3.7,,,
11/13/89,RAWS,2.4,5.2,-0.2,,,
11/14/89,RAWS,-2.4,2.3,-10.4,,,
11/15/89,RAWS,-11.8,-6.5,-14.3,,,
11/16/89,RAWS,-7.8,-3.2,-10.7,,,
11/17/89,RAWS,-5.3,0.7,-7.0,,,
11/18/89,RAWS,-4.1,-0.9,-5.5,,,
11/19/89,RAWS,3.8,11.1,-1.5,,,
11/20/89,RAWS,8.1,14.3,-0.1,,,
11/21/89,RAWS,6.3,9.6,2.7,,,
11/22/89,RAWS,-2.2,1.5,-5.2,,,
11/23/89,RAWS,-0.9,3.0,-2.6,,,
11/24/89,RAWS,-1.4,-0.7,-2.6,,,
11/25/89,RAWS,-5.0,-2.6,-6.9,,,
11/26/89,RAWS,-2.9,-1.4,-5.1,,,
11/27/89,RAWS,-10.7,-5.8,-12.9,,,
11/28/89,RAWS,-13.5,-5.4,-16.9,,,
11/29/89,RAWS,-8.3,3.9,-13.0,,,
11/30/89,RAWS,-8.9,3.8,-12.4,,,
12/01/89,RAWS,-8.2,3.5,-11.4,,,
12/02/89,RAWS,-6.1,4.3,-13.2,,,
12/03/89,RAWS,0.7,5.7,-0.9,,,
12/04/89,RAWS,-0.2,1.4,-1.8,,,
12/05/89,RAWS,-1.3,-0.4,-2.2,,,
12/06/89,RAWS,-4.9,-0.6,-9.6,,,
12/07/89,RAWS,-8.8,-5.5,-11.0,,,
12/08/89,RAWS,-5.9,-1.3,-10.6,,,
12/09/89,RAWS,-3.6,-1.8,-5.3,,,
12/10/89,RAWS,-10.9,-5.2,-16.4,,,
12/11/89,RAWS,-18.8,-15.8,-21.7,,,
12/12/89,RAWS,-17.1,-14.3,-19.2,,,
12/13/89,RAWS,-14.5,-12.6,-15.6,,,
